10000 50000
5696 1175 280
7914 4466 762
6653 7203 798
8647 3657 841
9753 9373 562
6116 8225 721
6670 169 789
5384 4923 451
3910 5006 897
6878 1804 238
8437 3851 413
3069 1765 878
7182 4769 432
2979 3415 441
171 3168 813
6732 5635 37
8805 8656 557
2945 4039 479
1395 4301 485
9291 1178 640
1881 9615 491
9293 2683 607
7522 9864 375
2954 9194 790
8394 9364 309
3206 2447 943
2594 7603 598
2150 548 989
6629 8294 289
2465 3937 466
104 5817 432
1594 5109 466
7552 8982 329
1927 1935 874
6068 6680 237
9728 6237 36
9022 8830 638
619 7332 537
2607 312 831
5247 2776 119
2713 9231 935
2496 7177 395
4962 4728 376
3642 3006 663
1516 9073 694
8752 5152 931
1139 4173 112
4777 1144 795
5313 102 106
495 5349 233
9613 4413 464
899 6908 640
7293 8221 719
9021 1863 725
9035 3378 149
5728 8481 301
5010 9620 825
9474 748 968
1268 6060 70
3374 2907 770
958 8871 182
1421 9770 441
5412 3414 662
4131 8786 876
2207 4172 253
9355 9900 85
8007 1261 704
832 734 451
1151 2002 863
5220 1727 121
7341 2684 991
3874 4105 760
7315 5868 526
5328 9998 311
5203 8556 483
4807 7911 734
2891 2269 346
595 3100 80
5397 603 433
2611 5822 159
2731 9515 842
1722 3388 298
6833 7054 518
5358 2381 867
9021 3935 423
6855 8741 333
4588 7984 953
9933 4930 405
2364 326 7
6796 2937 180
2954 2019 694
8148 3740 82
3797 573 135
5314 2282 868
3181 1302 802
9603 8156 895
287 9095 878
3239 5380 807
5643 4095 484
8649 891 420
3829 196 791
8522 4695 530
2955 4844 454
8090 157 88
8309 9689 741
6110 5643 249
5356 5929 695
6233 5520 74
2039 7514 521
4523 6163 411
6294 6343 958
84 1216 653
3966 4171 848
4771 8612 4
4210 6920 45
4951 9381 687
199 4737 616
893 7321 135
3319 5712 648
9839 234 162
3601 2879 856
7558 9315 72
2562 9632 594
2409 754 557
8765 4964 828
4809 9914 208
6495 112 296
4110 7356 617
3596 674 328
596 6864 913
109 464 143
5965 4374 809
9388 6935 440
3333 5696 194
5889 4460 157
1716 9268 422
3275 2114 533
5923 2576 240
9539 2523 266
5218 9470 129
7482 9579 945
2624 1895 318
9785 7634 252
224 966 299
7769 6854 758
3925 4921 377
6346 8195 491
5230 4117 418
7822 7 940
1087 1576 410
1215 9057 340
4511 8033 234
5828 7817 867
432 4392 832
730 2161 37
5488 2437 957
2216 5135 503
1058 6716 972
2475 4537 978
2767 5623 906
6176 3190 314
1867 7700 698
3100 3528 866
8318 311 258
8149 1040 770
7537 2879 206
5493 5095 692
4347 2504 408
7318 1331 944
6648 449 919
7553 6624 108
3866 8490 159
4564 7941 38
5781 6258 348
5038 758 388
9159 8294 266
9365 138 712
7408 836 568
5815 8154 250
5111 1153 698
29 8705 673
8136 8922 514
6646 9837 454
8684 5618 63
1031 7007 820
770 6166 465
3388 1882 954
7451 9289 789
4018 1456 294
4619 6566 446
9316 6594 502
6988 1081 776
9501 7726 612
6306 6409 581
9368 3792 588
9539 913 105
4355 4300 986
5660 1751 626
7801 2120 81
4446 6739 646
2244 2406 239
8745 9394 319
6872 5246 397
4836 1552 157
8416 7271 300
5355 3162 213
8459 3868 864
3444 9528 966
4070 7328 438
2502 8125 176
1148 368 581
2738 5465 326
5409 2336 572
5805 7171 475
8961 1939 97
8613 7293 258
2825 5752 126
4040 5547 5
7006 5968 684
8443 8470 808
2970 5969 176
9902 8706 992
6228 4114 327
4151 6270 850
9977 1583 788
3073 195 432
9331 9371 535
5808 3410 434
1812 415 753
1495 5209 222
5654 8178 542
181 8080 248
172 659 713
8851 1161 983
4700 1137 917
8839 4209 111
270 9891 481
157 5698 242
5590 3861 657
3342 1707 865
5916 3713 395
4457 3893 826
8056 4065 484
2121 2915 996
2455 3966 132
4371 9156 692
2833 5777 583
665 5933 632
1906 1522 845
3562 1216 903
6779 3483 615
4525 7939 508
350 2347 924
3185 819 838
7180 3273 155
8663 3995 310
4354 6827 86
6288 7491 371
272 9396 244
8116 9310 459
4018 2440 941
3633 6964 232
3492 3665 930
7415 3201 748
604 6732 372
4110 1746 366
419 6099 192
8856 8739 34
3226 5362 429
1822 3477 90
1632 3846 529
4925 3830 844
6156 3673 860
2437 1087 60
9536 1690 143
9907 5799 888
624 2569 339
1815 7777 77
3200 7354 438
7628 9175 266
4070 807 463
6598 5731 293
8794 8238 965
4653 7026 404
65 6561 445
2207 2819 596
6095 3442 164
2433 1608 940
3861 4807 646
650 8786 820
915 2855 978
7729 9453 60
8373 4598 297
6338 9250 674
8093 5666 234
1537 7873 52
7132 319 493
1648 2751 100
3939 2963 258
3584 3612 44
8756 878 898
4733 8606 702
2793 6979 299
5441 9668 901
5115 7760 566
7700 5648 438
6752 9132 756
5596 779 858
6048 4717 172
1305 4653 783
5348 3408 660
2246 8140 618
1299 7284 596
8598 9077 263
1498 4191 374
63 8242 21
2853 1345 152
5960 6941 930
8170 9340 999
3341 6996 651
2124 8696 410
8135 7293 901
2752 8591 185
4347 7188 613
1961 5037 155
7334 1452 396
4707 4304 741
1210 6615 33
8492 4784 724
490 8125 719
3492 6600 414
9901 1086 706
801 3838 297
5337 4536 836
8949 2849 873
3103 6534 324
5499 1240 627
5591 2450 593
2623 7293 377
5346 7782 853
1416 7625 804
9830 3877 889
1887 4677 78
6183 6366 966
4019 5314 814
6891 4769 347
1214 267 939
6192 2209 740
7784 4831 32
512 6528 165
7716 7943 789
1519 4124 665
2760 6011 693
7837 2193 58
3802 2563 724
8967 5805 492
4314 3370 110
3604 9561 318
5343 3697 500
4374 560 379
3890 8276 673
4678 9794 797
5694 2553 807
7738 6742 351
6148 543 266
9871 9510 70
4714 175 440
6175 3778 352
3492 5472 48
8343 6197 608
9721 86 235
5393 1115 380
1541 3160 933
7347 897 26
8050 7044 920
1315 3266 429
6736 4331 955
9175 505 84
7527 348 555
5926 8690 103
4885 4762 188
2119 6507 302
5499 8047 461
7783 1746 710
6808 9795 105
2727 7461 371
4508 4196 53
2814 9723 558
4898 7249 905
8804 3174 947
8907 8059 708
5446 6529 566
3100 2027 613
3912 6161 358
5621 2968 504
726 2047 316
5448 2906 511
4500 5719 233
409 6968 833
314 5772 359
1612 1030 769
7671 2827 297
237 5926 676
849 9838 836
9558 1810 156
4413 8887 554
6728 686 459
9590 5186 177
2175 1946 145
2007 2259 268
1365 222 297
1485 7893 123
1782 8129 401
6809 5329 238
7996 4886 399
8503 9298 286
1056 6025 971
6514 5614 508
4043 7788 454
2187 6147 64
8806 3863 286
6454 5348 178
6928 3481 306
3328 289 634
5917 4636 871
316 3139 520
9953 546 544
275 3412 509
5783 7454 649
9588 5992 147
5651 4797 9
8288 1250 356
2465 8177 188
1122 1505 828
5107 3773 464
329 4088 954
4848 392 499
1743 667 910
4252 2801 363
7252 2388 354
6398 4390 502
9406 2678 751
4114 1494 280
2301 8968 784
7129 4074 908
2944 755 348
1897 5602 739
1395 7345 405
4305 7948 205
1019 5199 944
7373 7948 334
4874 3705 11
9977 7818 856
3256 6471 823
4391 9951 249
9298 2894 3
4645 4790 604
384 2536 948
3140 3192 247
8697 4211 445
6640 7935 744
8973 2808 449
335 9136 618
3191 2391 88
5013 3133 390
7261 2431 635
263 3427 776
5219 162 312
7518 3302 503
7765 8350 713
9561 4989 647
9305 314 807
2753 648 294
370 190 685
810 5203 169
7551 8815 599
7186 5430 378
7961 648 539
1272 8165 192
4127 5929 541
4839 5490 882
9838 1146 195
3996 3898 194
7289 619 384
9325 7780 586
4494 5331 752
8444 2516 181
5821 476 828
3360 8100 993
551 2226 273
2444 3416 114
9325 9605 259
6519 3600 508
712 7241 127
5095 6565 906
1032 1058 236
5784 5854 103
5964 1674 579
3144 5033 30
8488 1936 607
9760 4379 374
2874 3703 331
3484 6573 930
7992 7284 522
3118 8731 87
2375 6114 496
6963 8249 349
4065 565 23
7995 3708 407
6376 2195 342
6982 8306 720
3708 7531 774
38 1015 346
6319 5358 630
9841 4827 712
6279 7201 177
126 4163 426
3475 4580 990
4849 2574 49
7607 8950 595
5949 2283 900
5020 5990 783
7794 6027 797
7139 8698 506
120 8538 332
8183 4816 532
2360 4941 47
4785 4767 626
4126 5967 551
7174 3574 852
8768 5874 487
5019 893 476
8801 8686 855
9949 2177 552
6454 8648 441
7785 6831 256
6317 9190 548
1715 3974 667
1692 8099 633
4242 1624 206
8446 391 431
4932 5409 324
7407 562 361
8613 510 889
2164 6964 537
604 4748 367
211 7416 556
1111 9130 881
6777 821 331
8409 5063 954
9967 3508 696
7397 4791 456
2072 2197 17
5433 7162 527
7321 5677 490
7857 6281 237
5223 2843 653
8130 3953 782
5010 7081 955
2692 5490 369
5645 1808 228
5340 5556 18
6796 7628 566
5164 9412 727
7690 3084 404
7179 941 36
7768 2515 878
9420 6997 183
6553 8358 263
4507 1050 104
3875 6694 263
3102 8386 819
3471 1533 798
6037 6696 209
5763 738 644
1166 7916 584
9201 5683 451
6431 1454 799
3965 4359 156
2227 8865 205
8683 9092 899
3297 8545 636
7115 2016 168
1264 8052 215
4824 166 952
1468 1332 220
5403 6884 254
8205 3314 708
8003 7278 418
6159 5857 282
5363 891 725
7613 4187 622
8248 7654 989
6767 8917 392
8334 93 557
4285 1560 888
856 6962 124
3110 5167 789
7586 5679 275
7219 1042 517
5944 8654 703
5917 3254 708
7905 20 625
4296 8353 69
7204 8990 628
1444 9845 941
2567 2954 459
3355 2474 980
7773 59 658
4399 7278 699
1915 9573 705
9970 1841 958
5677 9745 329
6653 392 682
7721 7595 23
6700 5390 867
8993 7956 173
6451 7663 998
9782 5435 57
2440 9834 686
2490 8100 258
1194 8069 98
9503 98 194
7832 6750 937
865 823 883
2887 3874 273
1105 2866 580
8629 9317 242
8627 9098 677
8683 7889 862
2368 379 313
1977 7924 734
3426 3779 183
971 1610 284
8907 2474 106
7141 1712 980
4413 2816 845
5993 1445 513
1586 6423 963
2614 1457 851
9827 176 581
5140 2152 857
1225 1929 635
7407 2899 244
6690 8157 69
6796 5297 780
7127 6062 947
323 8406 743
2836 9991 165
7150 2605 621
3000 2431 796
1933 3922 299
8789 5146 227
5775 8904 477
4370 5594 633
5438 8741 930
4569 2219 991
2867 2541 396
2610 1728 738
5126 8877 342
9099 8229 125
6894 6513 46
9545 5301 544
7771 1075 447
5248 5444 392
880 7233 132
8161 8153 350
1503 7371 243
6898 9980 970
8636 1458 199
9329 556 427
2453 7449 939
5851 3345 591
746 1116 17
4544 2715 812
3936 9946 396
8419 8107 900
8769 9609 270
8011 2859 250
5332 7846 59
1530 7174 614
2308 5979 414
9598 8181 759
8540 5278 874
8556 9821 940
6719 108 885
2114 8527 343
2013 3647 304
9283 1657 514
2884 3340 359
7942 4870 884
3555 3529 214
9320 3127 746
2078 1666 23
2303 6574 844
5242 3292 303
4479 1758 829
8173 3770 475
1476 9404 483
341 2287 823
7051 6580 44
7287 134 572
3500 5806 50
4246 7883 68
268 186 641
2463 1779 284
4766 2609 41
1946 782 811
6421 8609 214
5255 5302 853
7429 2352 432
4472 9638 918
1396 3138 723
7797 3735 957
5864 354 494
6856 9169 273
1140 286 233
3532 2231 366
9694 5003 975
5260 6610 628
3112 4038 979
3895 4862 617
4812 6257 106
7886 4053 192
8843 6269 545
6336 3124 65
1960 615 350
193 4147 933
5558 192 287
5884 5451 896
1511 4914 934
9490 8809 795
3458 3620 403
6915 1506 807
4106 6700 75
8002 3035 551
1067 4995 165
768 5187 663
2700 744 207
5987 2980 657
2234 4490 571
6167 331 379
1313 3788 350
2715 702 207
4522 1159 906
8948 9161 941
6498 6579 935
1015 7346 473
6029 6398 568
1235 2384 547
1892 969 389
3814 7136 719
4544 8448 507
8893 7515 560
7452 2036 719
6357 7335 879
4649 3833 809
7935 4847 154
6407 7227 551
8327 8462 286
3225 6705 255
2613 6870 742
2332 1413 189
2190 6657 55
9101 4108 442
7171 465 777
4401 1465 609
8209 9400 807
9363 2158 33
3265 6836 846
9551 61 902
3157 9025 771
3898 7708 183
9438 6249 840
2493 5350 299
3934 2520 115
9062 3273 580
1670 1481 331
1828 843 840
9213 460 676
1410 10 736
312 3166 112
6082 3415 820
9617 2852 68
9808 1696 417
4106 5630 289
5221 1043 561
4152 9065 41
2482 892 236
9321 6456 695
9348 7866 56
9435 4529 573
8547 6962 987
5366 2930 190
8433 2737 886
3202 3195 867
490 4767 909
7402 8918 973
5794 1399 217
1381 7071 24
7427 6419 241
3482 2205 769
5406 751 83
744 6116 12
5286 901 101
5171 4102 295
3389 943 61
2649 4696 330
974 489 80
6542 1870 150
8565 5648 920
1158 5482 477
8278 887 227
2360 7983 695
5724 3268 595
1824 4790 48
7470 4530 990
7882 7178 37
7211 4503 525
642 1044 746
4791 5961 394
8063 7118 227
3539 1747 465
6117 4107 447
4811 6182 66
757 4357 207
804 8178 736
8145 6059 266
181 9621 768
9058 262 164
9803 1404 476
2548 5818 945
7126 5708 691
2591 1825 797
6037 2987 330
5455 3744 686
9661 4547 863
8397 9044 273
7014 9224 245
3781 8281 506
4296 4436 262
771 3335 79
715 461 139
2406 3051 963
4554 5439 301
9236 893 44
1921 554 943
9136 5302 986
8760 2315 561
8005 2447 194
3862 6743 629
1123 3865 315
554 4580 127
5692 3337 177
9006 4242 968
5306 3477 860
5350 1750 765
2644 885 66
2629 5996 732
4541 4000 179
4734 4214 273
5714 1688 137
29 2241 68
1155 4284 404
1684 3289 998
7651 8595 474
862 296 223
4627 9291 459
44 8271 455
7776 2811 806
4306 7545 19
7578 9610 707
4714 9638 299
2782 7145 583
537 5180 223
2534 2830 169
8008 43 464
1582 1021 106
6041 7417 376
2847 5192 539
3652 5849 435
5023 3426 44
8081 8139 34
3379 7272 178
2961 7809 357
2184 342 538
2704 4701 932
3520 6283 953
3625 8675 369
2001 1521 912
5891 5172 760
7325 6546 185
8368 4626 675
5401 8005 947
5930 7317 107
1638 5852 800
175 8556 501
1459 2075 135
7411 2051 161
7131 4051 681
8394 6293 204
9153 3617 750
9689 1985 727
8363 3737 731
661 9667 400
767 1304 603
3919 7831 158
1771 5641 584
5905 3051 635
1417 6533 37
2097 4926 330
652 4078 298
5753 118 634
5480 4832 371
9562 5493 389
7313 2611 44
916 2881 226
9425 4651 866
6361 6907 916
8995 8323 800
8383 6771 725
4064 7423 154
3362 3175 271
995 5006 455
8717 4568 299
6105 1880 909
1149 2795 790
374 8572 792
5240 4932 699
9507 278 21
307 8660 792
2383 2724 566
8537 2437 92
1159 9783 98
8613 8500 665
7911 4604 896
6172 5752 43
7313 2478 614
3104 4069 897
2154 3575 174
3175 233 833
7318 8968 908
8883 7504 696
9974 5014 479
2423 3627 978
9439 7889 581
8335 412 685
2729 7724 514
5694 7180 582
3590 9333 508
1763 8859 741
4947 6176 708
7207 1410 563
8254 7736 576
2732 158 554
2061 9597 795
9642 7931 206
5678 7011 930
4191 2704 461
3124 6293 793
5631 4407 652
4723 5705 179
2782 2911 941
4696 1165 676
5272 248 833
2177 2309 429
6971 8302 711
2177 3979 73
1458 4521 776
7918 7644 420
62 3274 826
1065 4349 531
4596 7130 793
9536 1826 957
2211 3449 557
1395 5625 865
176 8948 166
6886 7476 144
6959 5285 16
6086 9554 659
1506 9615 284
7683 7032 984
3213 7979 114
8006 7514 291
314 6076 739
2870 7470 715
4086 7645 14
7251 883 489
746 4193 773
8761 278 678
771 1783 645
2407 5818 676
8390 9030 654
7855 3387 519
9145 53 594
3883 9274 63
6950 3360 60
8963 6962 942
4804 7708 134
5928 2820 763
6606 9943 898
3250 2349 715
6925 7090 96
4930 4945 483
448 4089 887
8393 4324 512
3807 1273 871
6866 6587 833
7159 1390 892
5292 7318 711
6407 3923 653
9304 7172 353
8018 448 443
2113 1729 387
5947 8528 827
6185 6920 150
5697 7078 774
4919 3944 361
1103 7454 750
4994 9098 67
8057 5504 341
4709 4807 512
6414 2824 311
8856 1288 39
2594 3587 566
420 9771 837
8922 5467 915
8695 386 210
5055 1488 663
2805 6482 760
4223 890 263
9564 1950 69
8427 8363 244
7738 3570 884
5128 6163 470
4694 2935 240
7530 1856 59
3796 550 444
4005 5605 283
1668 8409 116
8427 8983 5
690 8546 955
4110 3325 317
6706 1062 887
589 6189 401
8058 7234 335
1649 1116 190
707 4911 740
150 8916 696
7433 6935 456
7548 5361 438
4905 2402 336
7859 6512 660
9175 3217 721
413 157 261
7814 4566 847
4500 6214 962
3042 6921 224
2133 3422 491
6828 7206 425
6283 1106 138
4720 6010 539
4407 3868 402
1066 9394 970
5138 6159 126
1751 324 691
5597 4823 257
6910 4216 529
9485 6348 950
976 3175 508
9400 9457 613
9537 529 974
8428 1287 193
3829 2353 938
8799 7490 96
276 9240 771
9967 1188 946
8575 4449 161
4103 3934 509
3052 4909 683
1911 660 492
5523 6549 372
7848 4976 658
4040 8804 10
5978 3954 852
425 4230 443
5196 548 631
1141 9122 79
1301 3224 12
4161 6275 272
3844 4538 932
5687 60 480
8058 4260 807
8067 4651 610
4077 6980 916
280 7405 145
5722 8952 692
8704 6444 813
6135 4096 36
7498 8257 662
3770 2100 199
7053 7786 611
6884 2195 870
1690 261 520
1651 689 500
5566 968 256
62 3042 207
8753 8097 2
6565 583 97
3952 8081 353
7614 8202 804
5812 1606 589
422 8489 135
5643 6530 396
5515 4532 84
2366 6450 404
6621 6511 797
6179 5264 893
2180 8180 476
2276 2132 908
6981 9745 109
3784 1908 714
4725 8682 554
7859 4324 435
1254 9838 318
1690 8555 767
3093 5175 630
3889 7705 893
9133 9884 424
8608 8512 555
2515 1844 651
975 5627 559
1040 351 592
5945 8210 915
7379 5815 105
6049 7504 659
4815 6948 186
2796 836 890
9688 6321 126
7464 1280 989
1018 3795 832
7021 1121 458
4931 2161 809
1522 8105 370
8788 1836 184
5892 4236 40
7903 5402 987
5088 8198 175
6329 7885 495
7454 1700 774
3442 9070 920
1273 6090 41
1083 1020 553
1243 8893 9
9612 7680 196
147 9924 431
8186 7826 833
3173 9265 30
1699 1945 266
193 9399 966
6318 9192 35
6238 6817 476
3630 7899 847
3182 9141 739
7190 5104 418
5738 5250 341
2168 9788 518
4000 2960 134
4029 1010 79
4647 1202 829
612 7519 20
5646 108 188
9473 3737 86
4319 3270 578
8057 6812 681
5826 2549 283
7167 1068 70
9036 5068 381
170 5448 390
3248 94 943
2076 705 813
6447 2702 921
7635 8526 9
3072 2844 631
7650 900 442
3682 6726 342
1316 244 409
2385 5631 828
2765 5800 628
506 5399 721
9448 7474 778
2261 3921 831
5181 7907 357
4541 978 552
7171 4979 452
2964 5013 529
7657 6328 124
3418 5065 754
597 7829 554
3224 4687 952
2297 4134 778
2074 6394 50
7256 7926 956
964 8819 285
7516 5989 616
4967 5305 628
1847 9313 307
8970 2730 371
8075 9679 552
2980 2902 238
6932 5198 371
1061 3623 117
9110 879 42
1417 1842 212
1053 9357 201
2020 675 857
7999 8873 521
306 4194 603
4028 2269 281
5579 5248 182
8168 8531 732
8539 5943 354
8007 1404 584
5400 9172 426
1612 225 134
164 2244 161
4020 243 33
9892 6900 579
8494 927 847
6774 6506 446
4308 4673 329
7039 9563 623
9744 3921 27
3328 9321 198
5105 932 774
6238 1095 370
4398 1466 964
7783 1357 863
5361 6203 141
1559 2976 998
9356 3635 23
2036 7025 585
659 6769 506
685 96 178
6234 5200 109
2008 7789 555
6377 8539 372
7340 2673 80
5202 8033 282
342 5943 258
8340 1650 244
7362 3686 269
2298 4344 37
1155 1380 484
5684 7613 35
4792 9620 823
7698 2348 361
2069 9687 385
4149 1240 417
2430 7934 711
39 2625 361
7635 6338 398
5903 4987 93
7291 6142 472
8774 8177 436
8160 2969 408
8982 7018 755
4695 5439 442
3079 9587 33
5848 8368 966
910 4759 590
7622 8745 279
8019 4647 266
5463 1937 759
7934 7062 935
722 5221 255
3129 554 273
7883 1600 711
8676 1031 649
709 3230 368
7026 4139 478
5968 1761 222
1246 6131 868
1511 1594 156
621 5879 569
1556 6600 141
8162 6080 47
5434 3963 646
4496 8990 28
9496 9698 257
2864 3076 396
7341 9043 508
563 6640 638
4782 4503 583
7290 5123 462
3210 3030 413
4351 1192 493
8749 2977 807
8394 7473 796
1774 6968 846
2030 6183 921
2777 9876 315
5284 6790 954
274 1571 456
3208 5212 931
5669 8422 960
7434 9124 503
5278 4224 480
7084 2617 304
7879 742 623
1076 2772 806
7348 5548 681
2662 7184 470
968 7457 392
3775 664 956
1705 2685 729
9017 6470 204
7519 1747 427
5350 8830 395
653 3060 137
9276 4136 908
433 1483 807
5113 4145 990
2934 1464 446
8677 5238 462
9632 6943 146
5360 2311 615
6563 6181 361
8341 1531 542
2736 8535 601
7872 7810 736
2131 8242 219
1937 9706 715
8927 2639 178
9724 1316 415
1185 7299 709
1682 2659 371
8648 5573 552
7360 3914 434
4901 6649 968
1854 872 130
6589 3002 371
9159 4938 429
2225 216 419
6754 9940 734
6521 1124 33
3229 9158 43
4952 7805 967
6503 5165 232
5936 6417 232
255 8270 103
2384 1211 104
2755 369 394
5535 2594 609
953 5699 548
7687 2219 24
8071 5448 181
7465 6751 337
2431 3253 853
7663 5540 270
2246 5794 891
1349 8178 101
9804 7284 470
9549 2818 415
3158 3770 113
3057 7808 332
432 2230 131
6964 6046 881
1301 4829 485
7153 8843 376
9422 1088 169
6313 2436 698
765 8592 981
5586 8140 150
3000 7649 272
2465 7058 431
4148 7489 13
7630 4453 58
7862 5753 886
7698 9257 728
3073 8679 816
593 1343 603
6291 2107 194
5623 7693 334
7773 7044 334
6396 5860 391
2826 6359 232
7838 340 684
5248 8201 788
1133 2250 44
5861 5322 74
8028 5915 768
2630 8557 875
5824 4179 919
3509 8303 314
5194 1050 174
7585 3876 884
168 8065 224
7203 9664 424
9990 797 26
8385 3009 347
1811 1036 613
6578 17 169
9804 2192 700
722 2052 2
1388 7246 52
1561 1182 279
796 1349 695
4019 8551 711
1795 4892 507
1820 9628 867
3518 1438 902
1131 4368 270
3651 4171 462
350 1245 513
1704 2632 110
4107 544 643
6737 1339 343
3783 5358 893
493 7152 136
4351 5323 116
1217 8840 553
5470 9970 920
9740 9973 443
6201 322 687
1065 8377 670
9527 2483 213
9169 5571 903
6512 5706 612
8756 6198 115
2244 549 437
5359 1765 277
6263 7235 598
1535 3326 570
977 5878 892
8015 3294 620
7684 2820 455
4248 8341 25
8502 4852 730
8114 9959 280
1228 2202 828
9665 3912 944
3293 175 530
6890 8061 855
460 9037 732
703 3403 378
9322 7438 197
6776 8037 537
6153 6538 740
1234 1003 699
2513 2231 252
692 8247 164
636 7891 690
517 4780 750
7372 1591 138
6455 2293 892
8832 7967 329
381 4742 717
269 7246 606
5009 8480 609
6059 992 191
5662 8036 789
2825 8671 679
2866 5539 458
4615 2910 49
8104 5717 693
4995 900 659
5675 7632 753
4391 7901 998
5997 9261 477
8605 5319 821
6147 980 208
1935 157 878
5613 3022 768
422 3989 678
6822 2092 746
5515 3439 997
8525 9113 629
6277 9856 529
1275 5852 789
1103 808 459
8275 6954 790
3482 5240 298
3711 7204 320
9479 3977 660
4508 799 103
5253 2665 541
3249 1189 654
5229 7466 509
8757 5092 712
7897 6194 871
8707 4469 176
497 7950 415
8794 1661 970
6465 1139 946
8124 5646 96
8227 7250 760
8119 6850 301
